target_id,primary_city,state,postal_code_hint,settlement_size_proxy,settlement_proxy_source,settlement_proxy_source_date,settlement_proxy_note,census_geography_level,census_geoid,census_name,census_population
national-post-office-wy-airport-fcb22eb890,Airport,WY,,50000_plus,U.S. Census Bureau 2020 PL 94-171 geography and Census Geocoder,2020-04-01,Coordinate join to Census incorporated place when available; otherwise county subdivision as settlement proxy.,Incorporated Places,5613900,Cheyenne city,65132
national-post-office-wy-alpine-bd2d53e915,Alpine,WY,,under_2500,U.S. Census Bureau 2020 PL 94-171 geography and Census Geocoder,2020-04-01,Coordinate join to Census incorporated place when available; otherwise county subdivision as settlement proxy.,Incorporated Places,5601695,Alpine town,1220
national-post-office-wy-auburn-0e0a391047,Auburn,WY,,10000_to_49999,U.S. Census Bureau 2020 PL 94-171 geography and Census Geocoder,2020-04-01,Coordinate join to Census incorporated place when available; otherwise county subdivision as settlement proxy.,County Subdivisions,5602390055,Afton CCD,14817
national-post-office-wy-beulah-02adcbe8f4,Beulah,WY,,2500_to_9999,U.S. Census Bureau 2020 PL 94-171 geography and Census Geocoder,2020-04-01,Coordinate join to Census incorporated place when available; otherwise county subdivision as settlement proxy.,County Subdivisions,5601193190,Sundance CCD,2553
national-post-office-wy-big-horn-809ef111f7,Big Horn,WY,,2500_to_9999,U.S. Census Bureau 2020 PL 94-171 geography and Census Geocoder,2020-04-01,Coordinate join to Census incorporated place when available; otherwise county subdivision as settlement proxy.,County Subdivisions,5603392970,Sheridan South CCD,5669
national-post-office-wy-boulder-wy-b9fd25d928,"Boulder, WY",WY,,under_2500,U.S. Census Bureau 2020 PL 94-171 geography and Census Geocoder,2020-04-01,Coordinate join to Census incorporated place when available; otherwise county subdivision as settlement proxy.,County Subdivisions,5603590385,Boulder CCD,441
national-post-office-wy-buffalo-main-46c786b9c1,Buffalo Main,WY,,2500_to_9999,U.S. Census Bureau 2020 PL 94-171 geography and Census Geocoder,2020-04-01,Coordinate join to Census incorporated place when available; otherwise county subdivision as settlement proxy.,Incorporated Places,5610685,Buffalo city,4415
national-post-office-wy-capitol-station-6ac1770321,Capitol Station,WY,,50000_plus,U.S. Census Bureau 2020 PL 94-171 geography and Census Geocoder,2020-04-01,Coordinate join to Census incorporated place when available; otherwise county subdivision as settlement proxy.,Incorporated Places,5613900,Cheyenne city,65132
national-post-office-wy-carpenter-wy-f9563226fe,Carpenter WY,WY,,2500_to_9999,U.S. Census Bureau 2020 PL 94-171 geography and Census Geocoder,2020-04-01,Coordinate join to Census incorporated place when available; otherwise county subdivision as settlement proxy.,County Subdivisions,5602192420,Pine Bluffs CCD,3563
national-post-office-wy-casper-2e4affc90a,Casper,WY,,50000_plus,U.S. Census Bureau 2020 PL 94-171 geography and Census Geocoder,2020-04-01,Coordinate join to Census incorporated place when available; otherwise county subdivision as settlement proxy.,Incorporated Places,5613150,Casper city,59038
national-post-office-wy-centennial-db8e2c4b6f,Centennial,WY,,under_2500,U.S. Census Bureau 2020 PL 94-171 geography and Census Geocoder,2020-04-01,Coordinate join to Census incorporated place when available; otherwise county subdivision as settlement proxy.,County Subdivisions,5600193135,South Albany CCD,1585
national-post-office-wy-cheyenne-main-42bc384548,Cheyenne Main,WY,,50000_plus,U.S. Census Bureau 2020 PL 94-171 geography and Census Geocoder,2020-04-01,Coordinate join to Census incorporated place when available; otherwise county subdivision as settlement proxy.,Incorporated Places,5613900,Cheyenne city,65132
national-post-office-wy-devils-tower-2b647cad84,Devils Tower,WY,,2500_to_9999,U.S. Census Bureau 2020 PL 94-171 geography and Census Geocoder,2020-04-01,Coordinate join to Census incorporated place when available; otherwise county subdivision as settlement proxy.,County Subdivisions,5601192200,Moorcroft CCD,3415
national-post-office-wy-downtown-d843f7ed9b,Downtown,WY,,10000_to_49999,U.S. Census Bureau 2020 PL 94-171 geography and Census Geocoder,2020-04-01,Coordinate join to Census incorporated place when available; otherwise county subdivision as settlement proxy.,Incorporated Places,5640120,Jackson town,10760
national-post-office-wy-fairview-c3a3697e9e,Fairview,WY,,10000_to_49999,U.S. Census Bureau 2020 PL 94-171 geography and Census Geocoder,2020-04-01,Coordinate join to Census incorporated place when available; otherwise county subdivision as settlement proxy.,County Subdivisions,5602390055,Afton CCD,14817
national-post-office-wy-fedex-ship-center-2a4f6d3fd4,FedEx Ship Center,WY,,50000_plus,U.S. Census Bureau 2020 PL 94-171 geography and Census Geocoder,2020-04-01,Coordinate join to Census incorporated place when available; otherwise county subdivision as settlement proxy.,Incorporated Places,5613900,Cheyenne city,65132
